x	ro
2.440000000000000e+02	-2.475547e+08
2.450000000000000e+02	3.549134e+07
2.460000000000000e+02	-1.775184e+07
2.470000000000000e+02	-7.323324e+06
2.480000000000000e+02	-1.808134e+07
2.490000000000000e+02	-2.230220e+07
2.500000000000000e+02	-1.608143e+07
2.510000000000000e+02	-1.365121e+07
2.520000000000000e+02	1.712067e+07
2.530000000000000e+02	5.043598e+06
2.540000000000000e+02	2.644393e+06
2.550000000000000e+02	1.049473e+07
2.560000000000000e+02	2.405530e+07
2.570000000000000e+02	-6.115582e+06
2.580000000000000e+02	-1.833033e+07
2.590000000000000e+02	6.686946e+06
2.600000000000000e+02	-7.903034e+06
2.610000000000000e+02	-4.270400e+06
2.620000000000000e+02	8.661572e+06
2.630000000000000e+02	7.515045e+07
2.640000000000000e+02	-4.097969e+06
2.650000000000000e+02	6.253110e+06
2.660000000000000e+02	4.848534e+06
2.670000000000000e+02	-1.430461e+08
2.680000000000000e+02	1.590760e+07
2.690000000000000e+02	1.784001e+07
2.700000000000000e+02	7.349018e+06
2.710000000000000e+02	-6.082396e+06
2.720000000000000e+02	4.889959e+06
2.730000000000000e+02	5.943710e+06
2.740000000000000e+02	-4.348932e+06
2.750000000000000e+02	-1.934579e+07
2.760000000000000e+02	-7.826778e+08
2.770000000000000e+02	5.397888e+06
2.780000000000000e+02	1.948489e+06
2.790000000000000e+02	2.282197e+06
2.800000000000000e+02	-4.891297e+06
2.810000000000000e+02	5.658286e+07
2.820000000000000e+02	-2.487259e+07
2.830000000000000e+02	8.539473e+06
2.840000000000000e+02	4.125564e+06
2.850000000000000e+02	-4.951728e+06
2.860000000000000e+02	2.747689e+06
2.870000000000000e+02	-1.565457e+07
2.880000000000000e+02	-6.608886e+06
2.890000000000000e+02	6.031392e+06
2.900000000000000e+02	-6.011756e+06
2.910000000000000e+02	-8.284957e+06
2.920000000000000e+02	7.422730e+06
2.930000000000000e+02	1.169840e+08
2.940000000000000e+02	7.976466e+07
2.950000000000000e+02	-1.021492e+07
2.960000000000000e+02	-4.737778e+07
2.970000000000000e+02	-6.029651e+06
2.980000000000000e+02	-2.763020e+06
2.990000000000000e+02	4.687080e+06
3.000000000000000e+02	-6.183062e+06
3.010000000000000e+02	-6.796505e+06
3.020000000000000e+02	1.055505e+07
3.030000000000000e+02	1.258878e+07
3.040000000000000e+02	5.223800e+06
3.050000000000000e+02	3.750674e+06
3.060000000000000e+02	-1.278772e+07
3.070000000000000e+02	-1.090901e+07
3.080000000000000e+02	1.067981e+07
3.090000000000000e+02	-5.703403e+06
3.100000000000000e+02	2.386596e+07
3.110000000000000e+02	-3.530928e+06
3.120000000000000e+02	-6.368347e+07
3.130000000000000e+02	-1.636467e+07
3.140000000000000e+02	-6.746209e+06
3.150000000000000e+02	-5.236073e+06
3.160000000000000e+02	-3.066312e+06
3.170000000000000e+02	-6.302752e+06
3.180000000000000e+02	6.056422e+06
3.190000000000000e+02	3.550164e+06
3.200000000000000e+02	4.212987e+06
3.210000000000000e+02	-1.092072e+07
3.220000000000000e+02	1.300469e+07
3.230000000000000e+02	-5.723526e+06
3.240000000000000e+02	-5.386408e+06
3.250000000000000e+02	5.714176e+06
3.260000000000000e+02	9.020252e+07
3.270000000000000e+02	-6.242504e+06
3.280000000000000e+02	1.006860e+07
3.290000000000000e+02	-5.782998e+06
3.300000000000000e+02	3.962453e+06
3.310000000000000e+02	-3.492756e+07
3.320000000000000e+02	-7.758157e+06
3.330000000000000e+02	3.780888e+06
3.340000000000000e+02	-3.382616e+06
3.350000000000000e+02	7.554996e+06
3.360000000000000e+02	-9.054775e+06
3.370000000000000e+02	1.074525e+07
3.380000000000000e+02	7.276056e+06
3.390000000000000e+02	-9.361449e+06
3.400000000000000e+02	3.729293e+06
3.410000000000000e+02	1.434185e+07
3.420000000000000e+02	-5.530098e+06
3.430000000000000e+02	2.328429e+07
3.440000000000000e+02	-1.223298e+07
3.450000000000000e+02	-3.728056e+06
3.460000000000000e+02	-1.107310e+08
3.470000000000000e+02	-1.719676e+07
3.480000000000000e+02	-4.609054e+06
3.490000000000000e+02	-9.895602e+06
3.500000000000000e+02	9.358149e+06
3.510000000000000e+02	6.129564e+06
3.520000000000000e+02	3.689478e+06
3.530000000000000e+02	5.819278e+06
3.540000000000000e+02	7.040998e+06
3.550000000000000e+02	-2.335131e+06
3.560000000000000e+02	-6.118969e+06
3.570000000000000e+02	-7.723354e+06
3.580000000000000e+02	-5.397728e+06
3.590000000000000e+02	-6.299838e+06
3.600000000000000e+02	5.365421e+06
3.610000000000000e+02	-1.091129e+07
3.620000000000000e+02	-1.055758e+07
3.630000000000000e+02	-9.093022e+06
3.640000000000000e+02	2.174150e+07
3.650000000000000e+02	-4.281746e+06
3.660000000000000e+02	2.973002e+06
3.670000000000000e+02	3.338612e+06
3.680000000000000e+02	-6.365364e+06
3.690000000000000e+02	-1.956701e+06
3.700000000000000e+02	-2.338527e+07
3.710000000000000e+02	6.027360e+06
3.720000000000000e+02	1.477225e+07
3.730000000000000e+02	-2.664281e+08
3.740000000000000e+02	3.914158e+06
3.750000000000000e+02	-1.072343e+07
3.760000000000000e+02	-1.069523e+07
3.770000000000000e+02	3.637945e+06
3.780000000000000e+02	-2.722166e+07
3.790000000000000e+02	-3.297130e+06
3.800000000000000e+02	-6.484532e+06
3.810000000000000e+02	-2.436061e+07
3.820000000000000e+02	-1.780388e+08
3.830000000000000e+02	3.864562e+06
3.840000000000000e+02	1.118230e+07
3.850000000000000e+02	1.039738e+07
3.860000000000000e+02	1.460377e+07
3.870000000000000e+02	-1.221889e+07
3.880000000000000e+02	1.089934e+07
3.890000000000000e+02	-1.242821e+07
3.900000000000000e+02	2.145152e+08
3.910000000000000e+02	2.191024e+07
3.920000000000000e+02	-6.430720e+07
3.930000000000000e+02	-1.326302e+07
3.940000000000000e+02	-6.046456e+06
3.950000000000000e+02	-8.714826e+06
3.960000000000000e+02	1.044931e+07
3.970000000000000e+02	5.062628e+06
3.980000000000000e+02	-6.111520e+07
3.990000000000000e+02	-1.617988e+08
4.000000000000000e+02	-1.117015e+07
4.010000000000000e+02	-4.246624e+06
4.020000000000000e+02	-4.099330e+08
4.030000000000000e+02	-1.830523e+07
4.040000000000000e+02	1.507313e+07
4.050000000000000e+02	9.361449e+06
4.060000000000000e+02	6.850258e+06
4.070000000000000e+02	5.583042e+06
4.080000000000000e+02	-3.525446e+06
4.090000000000000e+02	-2.940874e+07
4.100000000000000e+02	-8.332785e+06
4.110000000000000e+02	2.047539e+07
4.120000000000000e+02	-1.572780e+07
4.130000000000000e+02	-2.343442e+07
4.140000000000000e+02	-4.849637e+06
4.150000000000000e+02	-1.518435e+08
4.160000000000000e+02	2.769713e+06
4.170000000000000e+02	-3.324327e+07
4.180000000000000e+02	3.151748e+07
4.190000000000000e+02	4.233738e+06
4.200000000000000e+02	-4.061686e+06
4.210000000000000e+02	-3.034880e+06
4.220000000000000e+02	4.716173e+06
4.230000000000000e+02	-5.863534e+06
4.240000000000000e+02	-7.625452e+07
4.250000000000000e+02	6.301276e+06
4.260000000000000e+02	5.571562e+06
4.270000000000000e+02	8.451224e+07
4.280000000000000e+02	3.797534e+08
4.290000000000000e+02	-4.678355e+07
4.300000000000000e+02	-9.238284e+06
4.310000000000000e+02	1.462507e+07
4.320000000000000e+02	-3.446839e+06
4.330000000000000e+02	-1.221922e+07
4.340000000000000e+02	-2.565949e+06
4.350000000000000e+02	3.642634e+06
4.360000000000000e+02	-1.684674e+07
4.370000000000000e+02	-3.776047e+06
4.380000000000000e+02	-6.663062e+06
4.390000000000000e+02	-4.062331e+06
4.400000000000000e+02	3.245854e+06
4.410000000000000e+02	2.751209e+07
4.420000000000000e+02	7.483914e+06
4.430000000000000e+02	6.285402e+06
4.440000000000000e+02	-3.094162e+06
4.450000000000000e+02	5.375380e+07
4.460000000000000e+02	2.199577e+07
4.470000000000000e+02	-5.412404e+06
4.480000000000000e+02	-6.808434e+06
4.490000000000000e+02	-3.725472e+06
4.500000000000000e+02	4.741430e+06
4.510000000000000e+02	-4.967548e+06
4.520000000000000e+02	-6.657694e+06
4.530000000000000e+02	-3.462721e+06
4.540000000000000e+02	-1.046794e+08
4.550000000000000e+02	1.736185e+07
4.560000000000000e+02	3.038568e+07
4.570000000000000e+02	1.976400e+08
4.580000000000000e+02	1.863537e+07
4.590000000000000e+02	-4.397596e+06
4.600000000000000e+02	3.600678e+08
4.610000000000000e+02	-3.780311e+08
4.620000000000000e+02	3.537024e+06
4.630000000000000e+02	-2.599415e+07
4.640000000000000e+02	6.264204e+06
4.650000000000000e+02	-1.484964e+08
4.660000000000000e+02	-1.029373e+07
4.670000000000000e+02	1.568407e+07
