time	V(out)	V(n003)
1.601547526767766e-04	2.808418327521114e+01	1.500000000000000e+01
1.605869162441419e-04	2.785210960953238e+01	1.500000000000000e+01
1.610191295128417e-04	2.678560441970273e+01	1.500000000000000e+01
1.615074107628417e-04	2.472669249198318e+01	1.500000000000000e+01
1.619956920128417e-04	2.194238762937168e+01	1.500000000000000e+01
1.624839732628417e-04	1.862294479456918e+01	1.500000000000000e+01
1.629722545128417e-04	1.502780683042899e+01	1.500000000000000e+01
1.634605357628417e-04	1.143738305041934e+01	1.500000000000000e+01
1.639488170128417e-04	8.131179232311583e+00	1.500000000000000e+01
1.644370982628417e-04	5.366039798338170e+00	1.500000000000000e+01
1.649253795128417e-04	3.356195815295356e+00	1.500000000000000e+01
1.654136607628417e-04	2.196263028454236e+00	1.500000000000000e+01
1.657862759652885e-04	2.004872080945030e+00	1.500000000000000e+01
1.662236921221230e-04	2.608954291880040e+00	1.500000000000000e+01
1.667119733721230e-04	4.157942955864944e+00	1.500000000000000e+01
1.672002546221230e-04	6.521943250053502e+00	1.500000000000000e+01
1.676885358721230e-04	9.541437700699374e+00	1.500000000000000e+01
1.681768171221230e-04	1.298010418237200e+01	1.500000000000000e+01
1.686650983721230e-04	1.656944017072276e+01	1.500000000000000e+01
1.691533796221230e-04	2.002972726101260e+01	1.500000000000000e+01
1.696416608721230e-04	2.309182873031039e+01	1.500000000000000e+01
1.701299421221230e-04	2.551812160733507e+01	1.500000000000000e+01
1.706182233721230e-04	2.712093534255223e+01	1.500000000000000e+01
1.711065046221230e-04	2.780593891374718e+01	1.500000000000000e+01
1.715386687195987e-04	2.757879749335037e+01	1.500000000000000e+01
1.719708826105113e-04	2.653496778775929e+01	1.500000000000000e+01
1.724591638605113e-04	2.451983665011869e+01	1.500000000000000e+01
1.729474451105113e-04	2.179473910840769e+01	1.500000000000000e+01
1.734357263605113e-04	1.854588475699926e+01	1.500000000000000e+01
1.739240076105113e-04	1.502719934253363e+01	1.500000000000000e+01
1.744122888605113e-04	1.151312912063479e+01	1.500000000000000e+01
1.749005701105113e-04	8.277235927465121e+00	1.500000000000000e+01
1.753888513605113e-04	5.570902059668203e+00	1.500000000000000e+01
1.758771326105113e-04	3.603802579506802e+00	1.500000000000000e+01
1.763654138605113e-04	2.468540116790881e+00	1.500000000000000e+01
1.767380276035618e-04	2.281221996116612e+00	1.500000000000000e+01
1.771754430491247e-04	2.872458431483509e+00	1.500000000000000e+01
1.776637242991247e-04	4.388507214869416e+00	1.500000000000000e+01
1.781520055491247e-04	6.702235453096267e+00	1.500000000000000e+01
1.786402867991247e-04	9.657518275085602e+00	1.500000000000000e+01
1.791285680491247e-04	1.302305910820374e+01	1.500000000000000e+01
1.796168492991247e-04	1.653606532220079e+01	1.500000000000000e+01
1.801051305491247e-04	1.992276692257426e+01	1.500000000000000e+01
1.805934117991247e-04	2.291975057214499e+01	1.500000000000000e+01
1.810816930491247e-04	2.529444652539219e+01	1.500000000000000e+01
1.815699742991247e-04	2.686317518677936e+01	1.500000000000000e+01
1.820582555491247e-04	2.753361154384718e+01	1.500000000000000e+01
1.824904196749127e-04	2.731130029182929e+01	1.500000000000000e+01
1.829226335990565e-04	2.628966812979608e+01	1.500000000000000e+01
1.834109148490565e-04	2.431739000565303e+01	1.500000000000000e+01
1.838991960990565e-04	2.165024344457441e+01	1.500000000000000e+01
1.843874773490565e-04	1.847047818997953e+01	1.500000000000000e+01
1.848757585990565e-04	1.502662008471537e+01	1.500000000000000e+01
1.853640398490565e-04	1.158727909248055e+01	1.500000000000000e+01
1.858523210990565e-04	8.420199560191724e+00	1.500000000000000e+01
1.863406023490565e-04	5.771417953983870e+00	1.500000000000000e+01
1.868288835990565e-04	3.846150435236638e+00	1.500000000000000e+01
1.873171648490565e-04	2.735030318556703e+00	1.500000000000000e+01
1.876897785141633e-04	2.551695794984150e+00	1.500000000000000e+01
1.881271939217384e-04	3.130359192308819e+00	1.500000000000000e+01
1.886154751717384e-04	4.614168147176378e+00	1.500000000000000e+01
1.891037564217384e-04	6.878693317906085e+00	1.500000000000000e+01
1.895920376717384e-04	9.771129957856504e+00	1.500000000000000e+01
1.900803189217384e-04	1.306510017981104e+01	1.500000000000000e+01
1.905686001717384e-04	1.650339982506126e+01	1.500000000000000e+01
1.910568814217384e-04	1.981808081221284e+01	1.500000000000000e+01
1.915451626717384e-04	2.275133147566099e+01	1.500000000000000e+01
1.920334439217384e-04	2.507552783072586e+01	1.500000000000000e+01
1.925217251717384e-04	2.661089635909628e+01	1.500000000000000e+01
1.930100064217384e-04	2.726707540485495e+01	1.500000000000000e+01
1.934421705490384e-04	2.704949175118674e+01	1.500000000000000e+01
1.938743844749568e-04	2.604958530938370e+01	1.500000000000000e+01
1.943626657249568e-04	2.411924906905089e+01	1.500000000000000e+01
1.948509469749568e-04	2.150882126340722e+01	1.500000000000000e+01
1.953392282249568e-04	1.839667596728464e+01	1.500000000000000e+01
1.958275094749568e-04	1.502605394559193e+01	1.500000000000000e+01
1.963157907249568e-04	1.165985298075570e+01	1.500000000000000e+01
1.968040719749568e-04	8.560123646107458e+00	1.500000000000000e+01
1.972923532249568e-04	5.967670267422378e+00	1.500000000000000e+01
1.977806344749568e-04	4.083344938229053e+00	1.500000000000000e+01
1.982689157249568e-04	2.995853588561662e+00	1.500000000000000e+01
1.986415293859011e-04	2.816417811214624e+00	1.500000000000000e+01
1.990789447914475e-04	3.382775522226225e+00	1.500000000000000e+01
1.995672260414475e-04	4.835030228508884e+00	1.500000000000000e+01
2.000555072914475e-04	7.051398665559737e+00	1.500000000000000e+01
2.005437885414475e-04	9.882325589012133e+00	1.500000000000000e+01
2.010320697914475e-04	1.310624719797119e+01	1.500000000000000e+01
2.015203510414475e-04	1.647142896258386e+01	1.500000000000000e+01
2.020086322914475e-04	1.971562090745425e+01	1.500000000000000e+01
2.024969135414475e-04	2.258649391491158e+01	1.500000000000000e+01
2.029851947914475e-04	2.486126458577012e+01	1.500000000000000e+01
2.034734760414475e-04	2.636398241311185e+01	1.500000000000000e+01
2.039617572914475e-04	2.700620734570623e+01	1.500000000000000e+01
2.043939214188282e-04	2.679325076233585e+01	1.500000000000000e+01
2.048261353448415e-04	2.581460803957908e+01	1.500000000000000e+01
2.053144165948415e-04	2.392532176803777e+01	1.500000000000000e+01
2.058026978448415e-04	2.137040656076681e+01	1.500000000000000e+01
2.062909790948415e-04	1.832444324145857e+01	1.500000000000000e+01
2.067792603448415e-04	1.502549988765266e+01	1.500000000000000e+01
2.072675415948415e-04	1.173088357397322e+01	1.500000000000000e+01
2.077558228448415e-04	8.697072182437568e+00	1.500000000000000e+01
2.082441040948415e-04	6.159749164016927e+00	1.500000000000000e+01
2.087323853448415e-04	4.315495349979873e+00	1.500000000000000e+01
2.092206665948415e-04	3.251130275692775e+00	1.500000000000000e+01
2.095932802555635e-04	3.075510327814022e+00	1.500000000000000e+01
2.100306956610016e-04	3.629824040466099e+00	1.500000000000000e+01
2.105189769110016e-04	5.051195520444383e+00	1.500000000000000e+01
2.110072581610016e-04	7.220431310689202e+00	1.500000000000000e+01
2.114955394110016e-04	9.991156565230547e+00	1.500000000000000e+01
2.119838206610016e-04	1.314651919454755e+01	1.500000000000000e+01
2.124721019110016e-04	1.644013798211199e+01	1.500000000000000e+01
2.129603831610016e-04	1.961533988426091e+01	1.500000000000000e+01
2.134486644110016e-04	2.242516174098073e+01	1.500000000000000e+01
2.139369456610016e-04	2.465155780008379e+01	1.500000000000000e+01
2.144252269110016e-04	2.612231926697908e+01	1.500000000000000e+01
2.149135081610016e-04	2.675088683085251e+01	1.500000000000000e+01
2.153456722883866e-04	2.654245892024892e+01	1.500000000000000e+01
2.157778862144049e-04	2.558462772907949e+01	1.500000000000000e+01
2.162661674644049e-04	2.373551847009097e+01	1.500000000000000e+01
2.167544487144049e-04	2.123493534680675e+01	1.500000000000000e+01
2.172427299644049e-04	1.825374659788210e+01	1.500000000000000e+01
2.177310112144049e-04	1.502495761433380e+01	1.500000000000000e+01
2.182192924644049e-04	1.180040365334412e+01	1.500000000000000e+01
2.187075737144049e-04	8.831108412856659e+00	1.500000000000000e+01
2.191958549644049e-04	6.347743368093291e+00	1.500000000000000e+01
2.196841362144049e-04	4.542708919514932e+00	1.500000000000000e+01
2.201724174644049e-04	3.500978323481953e+00	1.500000000000000e+01
2.205450311251149e-04	3.329093058377594e+00	1.500000000000000e+01
2.209824465305472e-04	3.871618896774945e+00	1.500000000000000e+01
2.214707277805472e-04	5.262763904097788e+00	1.500000000000000e+01
2.219590090305472e-04	7.385869356688566e+00	1.500000000000000e+01
2.224472902805472e-04	1.009767317349874e+01	1.500000000000000e+01
2.229355715305472e-04	1.318593477849780e+01	1.500000000000000e+01
2.234238527805472e-04	1.640951242647790e+01	1.500000000000000e+01
2.239121340305472e-04	1.951719140810023e+01	1.500000000000000e+01
2.244004152805472e-04	2.226726041011261e+01	1.500000000000000e+01
2.248886965305472e-04	2.444631057790109e+01	1.500000000000000e+01
2.253769777805472e-04	2.588579525903432e+01	1.500000000000000e+01
2.258652590305472e-04	2.650099588783634e+01	1.500000000000000e+01
2.262974231579324e-04	2.629700034458192e+01	1.500000000000000e+01
2.267296370839509e-04	2.535953811305282e+01	1.500000000000000e+01
2.272179183339509e-04	2.354975147397482e+01	1.500000000000000e+01
2.277061995839509e-04	2.110234502439663e+01	1.500000000000000e+01
2.281944808339509e-04	1.818455336868678e+01	1.500000000000000e+01
2.286827620839509e-04	1.502442687295848e+01	1.500000000000000e+01
2.291710433339509e-04	1.186844533903069e+01	1.500000000000000e+01
2.296593245839509e-04	8.962294267866495e+00	1.500000000000000e+01
2.301476058339509e-04	6.531739742158640e+00	1.500000000000000e+01
2.306358870839509e-04	4.765090631388232e+00	1.500000000000000e+01
2.311241683339509e-04	3.745513175349803e+00	1.500000000000000e+01
2.314967819946604e-04	3.577283172321913e+00	1.500000000000000e+01
2.319341974000924e-04	4.108271813968374e+00	1.500000000000000e+01
2.324224786500924e-04	5.469833136012515e+00	1.500000000000000e+01
2.329107599000924e-04	7.547789245297735e+00	1.500000000000000e+01
2.333990411500924e-04	1.020192463054073e+01	1.500000000000000e+01
2.338873224000924e-04	1.322451216209632e+01	1.500000000000000e+01
2.343756036500924e-04	1.637953814500327e+01	1.500000000000000e+01
2.348638849000924e-04	1.942113012889605e+01	1.500000000000000e+01
2.353521661500924e-04	2.211271696303750e+01	1.500000000000000e+01
2.358404474000924e-04	2.424542808347170e+01	1.500000000000000e+01
2.363287286500924e-04	2.565430110187643e+01	1.500000000000000e+01
2.368170099000924e-04	2.625641905296342e+01	1.500000000000000e+01
2.372491740274777e-04	2.605676161962476e+01	1.500000000000000e+01
2.376813879534963e-04	2.513923518736348e+01	1.500000000000000e+01
2.381696692034963e-04	2.336793494479367e+01	1.500000000000000e+01
2.386579504534963e-04	2.097257432923877e+01	1.500000000000000e+01
2.391462317034963e-04	1.811683158259106e+01	1.500000000000000e+01
2.396345129534963e-04	1.502390741817891e+01	1.500000000000000e+01
2.401227942034963e-04	1.193504007001475e+01	1.500000000000000e+01
2.406110754534963e-04	9.090690362626193e+00	1.500000000000000e+01
2.410993567034963e-04	6.711823302828303e+00	1.500000000000000e+01
2.415876379534963e-04	4.982743238430731e+00	1.500000000000000e+01
2.420759192034963e-04	3.984847820151359e+00	1.500000000000000e+01
2.424485328642057e-04	3.820195347458556e+00	1.500000000000000e+01
2.428859482696377e-04	4.339892139025809e+00	1.500000000000000e+01
2.433742295196377e-04	5.672498893841377e+00	1.500000000000000e+01
2.438625107696377e-04	7.706265792629685e+00	1.500000000000000e+01
2.443507920196377e-04	1.030395910640557e+01	1.500000000000000e+01
2.448390732696377e-04	1.326226917027049e+01	1.500000000000000e+01
2.453273545196377e-04	1.635020128788409e+01	1.500000000000000e+01
2.458156357696377e-04	1.932711166092793e+01	1.500000000000000e+01
2.463039170196377e-04	2.196145999197824e+01	1.500000000000000e+01
2.467921982696377e-04	2.404881749776734e+01	1.500000000000000e+01
2.472804795196377e-04	2.542772983216362e+01	1.500000000000000e+01
2.477687607696377e-04	2.601704331795624e+01	1.500000000000000e+01
2.482009248970230e-04	2.582163174154863e+01	1.500000000000000e+01
2.486331388230416e-04	2.492361715964370e+01	1.500000000000000e+01
2.491214200730416e-04	2.318998487306299e+01	1.500000000000000e+01
2.496097013230416e-04	2.084556329995644e+01	1.500000000000000e+01
2.500979825730416e-04	1.805054994831031e+01	1.500000000000000e+01
2.505862638230416e-04	1.502339900997431e+01	1.500000000000000e+01
2.510745450730416e-04	1.200021861681142e+01	1.500000000000000e+01
2.515628263230416e-04	9.216356023363904e+00	1.500000000000000e+01
2.520511075730416e-04	6.888077258852929e+00	1.500000000000000e+01
2.525393888230416e-04	5.195767308410337e+00	1.500000000000000e+01
2.530276700730416e-04	4.219092843978507e+00	1.500000000000000e+01
2.534002837337510e-04	4.057941822900635e+00	1.500000000000000e+01
2.538376991391830e-04	4.566586893589552e+00	1.500000000000000e+01
2.543259803891830e-04	5.870854820585283e+00	1.500000000000000e+01
2.548142616391830e-04	7.861372223779991e+00	1.500000000000000e+01
2.553025428891830e-04	1.040382374677120e+01	1.500000000000000e+01
2.557908241391830e-04	1.329922324888597e+01	1.500000000000000e+01
2.562791053891830e-04	1.632148829983934e+01	1.500000000000000e+01
2.567673866391830e-04	1.923509256236569e+01	1.500000000000000e+01
2.572556678891830e-04	2.181341960769063e+01	1.500000000000000e+01
2.577439491391830e-04	2.385638797561799e+01	1.500000000000000e+01
2.582322303891830e-04	2.520597676120149e+01	1.500000000000000e+01
2.587205116391830e-04	2.578275807773602e+01	1.500000000000000e+01
2.591526757665683e-04	2.559150206710042e+01	1.500000000000000e+01
2.595848896925868e-04	2.471258440221521e+01	1.500000000000000e+01
2.600731709425868e-04	2.301581903582318e+01	1.500000000000000e+01
2.605614521925868e-04	2.072125325029786e+01	1.500000000000000e+01
2.610497334425868e-04	1.798567783999490e+01	1.500000000000000e+01
2.615380146925868e-04	1.502290141343133e+01	1.500000000000000e+01
2.620262959425868e-04	1.206401109558154e+01	1.500000000000000e+01
2.625145771925868e-04	9.339349314695109e+00	1.500000000000000e+01
2.630028584425868e-04	7.060583049490718e+00	1.500000000000000e+01
2.634911396925868e-04	5.404261270449640e+00	1.500000000000000e+01
2.639794209425868e-04	4.448356481230231e+00	1.500000000000000e+01
2.643520346032963e-04	4.290632450915270e+00	1.500000000000000e+01
2.647894500087283e-04	4.788460823409140e+00	1.500000000000000e+01
2.652777312587283e-04	6.064992567858605e+00	1.500000000000000e+01
2.657660125087283e-04	8.013180206659138e+00	1.500000000000000e+01
2.662542937587283e-04	1.050156469472813e+01	1.500000000000000e+01
2.667425750087283e-04	1.333539147280903e+01	1.500000000000000e+01
2.672308562587283e-04	1.629338591385051e+01	1.500000000000000e+01
2.677191375087283e-04	1.914503031520076e+01	1.500000000000000e+01
2.682074187587283e-04	2.166852740717566e+01	1.500000000000000e+01
2.686957000087283e-04	2.366805060374192e+01	1.500000000000000e+01
2.691839812587283e-04	2.498893942657653e+01	1.500000000000000e+01
2.696722625087283e-04	2.555345507932088e+01	1.500000000000000e+01
2.701044266361135e-04	2.536626626340317e+01	1.500000000000000e+01
2.705366405621320e-04	2.450603940605149e+01	1.500000000000000e+01
2.710249218121320e-04	2.284535695864093e+01	1.500000000000000e+01
2.715132030621320e-04	2.059958674201288e+01	1.500000000000000e+01
2.720014843121320e-04	1.792218528307349e+01	1.500000000000000e+01
2.724897655621320e-04	1.502241439863131e+01	1.500000000000000e+01
2.729780468121320e-04	1.212644698204482e+01	1.500000000000000e+01
2.734663280621320e-04	9.459727066451732e+00	1.500000000000000e+01
2.739546093121320e-04	7.229420382139083e+00	1.500000000000000e+01
2.744428905621320e-04	5.608321460509849e+00	1.500000000000000e+01
2.749311718121320e-04	4.672744664628476e+00	1.500000000000000e+01
2.753037854728414e-04	4.518374747687224e+00	1.500000000000000e+01
2.757412008782734e-04	5.005616446744989e+00	1.500000000000000e+01
2.762294821282734e-04	6.255001838242221e+00	1.500000000000000e+01
2.767177633782734e-04	8.161759885111239e+00	1.500000000000000e+01
2.772060446282734e-04	1.059722711210319e+01	1.500000000000000e+01
2.776943258782734e-04	1.337079055379785e+01	1.500000000000000e+01
2.781826071282734e-04	1.626588114503175e+01	1.500000000000000e+01
2.786708883782734e-04	1.905688330559942e+01	1.500000000000000e+01
2.791591696282734e-04	2.152671644207086e+01	1.500000000000000e+01
2.796474508782734e-04	2.348371835965889e+01	1.500000000000000e+01
2.801357321282734e-04	2.477651754480816e+01	1.500000000000000e+01
2.806240133782734e-04	2.532902837180245e+01	1.500000000000000e+01
2.810561775056586e-04	2.514582025882285e+01	1.500000000000000e+01
2.814883914316771e-04	2.430388673572676e+01	1.500000000000000e+01
2.819766726816771e-04	2.267851987843415e+01	1.500000000000000e+01
2.824649539316771e-04	2.048050755832179e+01	1.500000000000000e+01
2.829532351816771e-04	1.786004294040906e+01	1.500000000000000e+01
2.834415164316771e-04	1.502193774054693e+01	1.500000000000000e+01
2.839297976816771e-04	1.218755512509882e+01	1.500000000000000e+01
2.844180789316771e-04	9.577544899936937e+00	1.500000000000000e+01
2.849063601816771e-04	7.394667269157195e+00	1.500000000000000e+01
2.853946414316771e-04	5.808042165894202e+00	1.500000000000000e+01
2.858829226816771e-04	4.892361074154327e+00	1.500000000000000e+01
2.862555363423866e-04	4.741273942986822e+00	1.500000000000000e+01
2.866929517478186e-04	5.218154101727888e+00	1.500000000000000e+01
2.871812329978186e-04	6.440970426722566e+00	1.500000000000000e+01
2.876695142478186e-04	8.307179911317398e+00	1.500000000000000e+01
2.881577954978186e-04	1.069085520032193e+01	1.500000000000000e+01
2.886460767478186e-04	1.340543684822179e+01	1.500000000000000e+01
2.891343579978186e-04	1.623896128463030e+01	1.500000000000000e+01
2.896226392478186e-04	1.897061080467756e+01	1.500000000000000e+01
2.901109204978186e-04	2.138792118772177e+01	1.500000000000000e+01
2.905992017478186e-04	2.330330607148825e+01	1.500000000000000e+01
2.910874829978186e-04	2.456861296502078e+01	1.500000000000000e+01
2.915757642478186e-04	2.510937425739934e+01	1.500000000000000e+01
2.920079283752038e-04	2.493006219488634e+01	1.500000000000000e+01
2.924401423012223e-04	2.410603298531743e+01	1.500000000000000e+01
2.929284235512223e-04	2.251523070706994e+01	1.500000000000000e+01
2.934167048012223e-04	2.036396067793038e+01	1.500000000000000e+01
2.939049860512223e-04	1.779922209873632e+01	1.500000000000000e+01
2.943932673012223e-04	1.502147121893412e+01	1.500000000000000e+01
2.948815485512223e-04	1.224736376014808e+01	1.500000000000000e+01
2.953698298012223e-04	9.692857253628087e+00	1.500000000000000e+01
2.958581110512223e-04	7.556400063918081e+00	1.500000000000000e+01
2.963463923012223e-04	6.003515668822748e+00	1.500000000000000e+01
2.968346735512223e-04	5.107307184964586e+00	1.500000000000000e+01
2.972072872119317e-04	4.959433028803156e+00	1.500000000000000e+01
2.976447026173637e-04	5.426171992731480e+00	1.500000000000000e+01
2.981329838673637e-04	6.622984261267311e+00	1.500000000000000e+01
2.986212651173637e-04	8.449507477524444e+00	1.500000000000000e+01
2.991095463673637e-04	1.078249222083718e+01	1.500000000000000e+01
2.995978276173637e-04	1.343934636462116e+01	1.500000000000000e+01
3.000861088673637e-04	1.621261389415352e+01	1.500000000000000e+01
3.005743901173637e-04	1.888617294967797e+01	1.500000000000000e+01
3.010626713673637e-04	2.125207751289929e+01	1.500000000000000e+01
3.015509526173637e-04	2.312673037858610e+01	1.500000000000000e+01
3.020392338673637e-04	2.436512962358258e+01	1.500000000000000e+01
3.025275151173637e-04	2.489439124353254e+01	1.500000000000000e+01
3.029596792447489e-04	2.471889237920957e+01	1.500000000000000e+01
3.033918931707673e-04	2.391238673524203e+01	1.500000000000000e+01
3.038801744207673e-04	2.235541399575111e+01	1.500000000000000e+01
3.043684556707673e-04	2.024989224961425e+01	1.500000000000000e+01
3.048567369207673e-04	1.773969465540088e+01	1.500000000000000e+01
3.053450181707673e-04	1.502101461823516e+01	1.500000000000000e+01
3.058332994207673e-04	1.230590052215347e+01	1.500000000000000e+01
3.063215806707673e-04	9.805717408331313e+00	1.500000000000000e+01
3.068098619207673e-04	7.714693496086988e+00	1.500000000000000e+01
3.072981431707673e-04	6.194832289068705e+00	1.500000000000000e+01
3.077864244207673e-04	5.317682314274093e+00	1.500000000000000e+01
3.081590380814768e-04	5.172952806926081e+00	1.500000000000000e+01
3.085964534869088e-04	5.629766235742082e+00	1.500000000000000e+01
3.090847347369088e-04	6.801127442523512e+00	1.500000000000000e+01
3.095730159869088e-04	8.588808347087479e+00	1.500000000000000e+01
3.100612972369088e-04	1.087218051511589e+01	1.500000000000000e+01
3.105495784869088e-04	1.347253477110344e+01	1.500000000000000e+01
3.110378597369088e-04	1.618682679962282e+01	1.500000000000000e+01
3.115261409869088e-04	1.880353072555437e+01	1.500000000000000e+01
3.120144222369088e-04	2.111912265017193e+01	1.500000000000000e+01
3.125027034869088e-04	2.295390969303351e+01	1.500000000000000e+01
3.129909847369088e-04	2.416597349972480e+01	1.500000000000000e+01
3.134792659869088e-04	2.468397999593673e+01	1.500000000000000e+01
3.139114301142940e-04	2.451221323943989e+01	1.500000000000000e+01
3.143436440403124e-04	2.372285851002252e+01	1.500000000000000e+01
3.148319252903124e-04	2.219899590015246e+01	1.500000000000000e+01
3.153202065403124e-04	2.013824956733220e+01	1.500000000000000e+01
3.158084877903124e-04	1.768143310536930e+01	1.500000000000000e+01
3.162967690403124e-04	1.502056772747386e+01	1.500000000000000e+01
3.167850502903124e-04	1.236319245839605e+01	1.500000000000000e+01
3.172733315403124e-04	9.916177511795739e+00	1.500000000000000e+01
3.177616127903124e-04	7.869620706147066e+00	1.500000000000000e+01
3.182498940403124e-04	6.382080425688838e+00	1.500000000000000e+01
3.187381752903124e-04	5.523583667244860e+00	1.500000000000000e+01
3.191107889510220e-04	5.381931935522964e+00	1.500000000000000e+01
3.195482043564540e-04	5.829030902770934e+00	1.500000000000000e+01
3.200364856064540e-04	6.975482282678056e+00	1.500000000000000e+01
3.205247668564540e-04	8.725146884856844e+00	1.500000000000000e+01
3.210130481064540e-04	1.095996152420321e+01	1.500000000000000e+01
3.215013293564540e-04	1.350501740258216e+01	1.500000000000000e+01
3.219896106064540e-04	1.616158808594734e+01	1.500000000000000e+01
3.224778918564540e-04	1.872264594694259e+01	1.500000000000000e+01
3.229661731064540e-04	2.098899516690172e+01	1.500000000000000e+01
3.234544543564540e-04	2.278476416193622e+01	1.500000000000000e+01
3.239427356064540e-04	2.397105257209692e+01	1.500000000000000e+01
3.244310168564540e-04	2.447804329276023e+01	1.500000000000000e+01
3.248631809838392e-04	2.430992927816966e+01	1.500000000000000e+01
3.252953949098577e-04	2.353736073693941e+01	1.500000000000000e+01
3.257836761598577e-04	2.204590414629901e+01	1.500000000000000e+01
3.262719574098577e-04	2.002898104587288e+01	1.500000000000000e+01
3.267602386598577e-04	1.762441052852139e+01	1.500000000000000e+01
3.272485199098577e-04	1.502013034016061e+01	1.500000000000000e+01
3.277368011598577e-04	1.241926604097805e+01	1.500000000000000e+01
3.282250824098577e-04	1.002428860281314e+01	1.500000000000000e+01
3.287133636598577e-04	8.021253279199348e+00	1.500000000000000e+01
3.292016449098577e-04	6.565346597873832e+00	1.500000000000000e+01
3.296899261598577e-04	5.725106381904776e+00	1.500000000000000e+01
3.300625398205672e-04	5.586466974727339e+00	1.500000000000000e+01
3.304999552259993e-04	6.024058065322533e+00	1.500000000000000e+01
3.309882364759993e-04	7.146129343491625e+00	1.500000000000000e+01
3.314765177259993e-04	8.858586086919408e+00	1.500000000000000e+01
3.319647989759993e-04	1.104587580787173e+01	1.500000000000000e+01
3.324530802259993e-04	1.353680926786361e+01	1.500000000000000e+01
3.329413614759993e-04	1.613688609141950e+01	1.500000000000000e+01
3.334296427259993e-04	1.864348124051759e+01	1.500000000000000e+01
3.339179239759993e-04	2.086163493685937e+01	1.500000000000000e+01
3.344062052259993e-04	2.261921563052825e+01	1.500000000000000e+01
3.348944864759993e-04	2.378027677624734e+01	1.500000000000000e+01
3.353827677259993e-04	2.427648597964195e+01	1.500000000000000e+01
3.358149318533845e-04	2.411194702880973e+01	1.500000000000000e+01
3.362471457794028e-04	2.335580770556911e+01	1.500000000000000e+01
3.367354270294028e-04	2.189606799717534e+01	1.500000000000000e+01
3.372237082794028e-04	1.992203619702428e+01	1.500000000000000e+01
3.377119895294028e-04	1.756860057721554e+01	1.500000000000000e+01
3.382002707794028e-04	1.501970225419969e+01	1.500000000000000e+01
3.386885520294028e-04	1.247414717905586e+01	1.500000000000000e+01
3.391768332794028e-04	1.013010063480061e+01	1.500000000000000e+01
3.396651145294028e-04	8.169661278037481e+00	1.500000000000000e+01
3.401533957794028e-04	6.744715484922080e+00	1.500000000000000e+01
3.406416770294028e-04	5.922343573103247e+00	1.500000000000000e+01
3.410142906901124e-04	5.786652431252326e+00	1.500000000000000e+01
3.414517060955444e-04	6.214937836935596e+00	1.500000000000000e+01
3.419399873455444e-04	7.313147473522234e+00	1.500000000000000e+01
3.424282685955444e-04	8.989187609705683e+00	1.500000000000000e+01
3.429165498455444e-04	1.112996306336150e+01	1.500000000000000e+01
3.434048310955444e-04	1.356792505658062e+01	1.500000000000000e+01
3.438931123455444e-04	1.611270940232539e+01	1.500000000000000e+01
3.443813935955444e-04	1.856600002772351e+01	1.500000000000000e+01
3.448696748455444e-04	2.073698311244126e+01	1.500000000000000e+01
3.453579560955444e-04	2.245718760605887e+01	1.500000000000000e+01
3.458462373455444e-04	2.359355796300766e+01	1.500000000000000e+01
3.463345185955444e-04	2.407921492574570e+01	1.500000000000000e+01
3.467666827229297e-04	2.391817501240595e+01	1.500000000000000e+01
3.471988966489482e-04	2.317811552818118e+01	1.500000000000000e+01
3.476871778989482e-04	2.174941822003643e+01	1.500000000000000e+01
3.481754591489482e-04	1.981736560623806e+01	1.500000000000000e+01
3.486637403989482e-04	1.751397746410727e+01	1.500000000000000e+01
3.491520216489482e-04	1.501928327178910e+01	1.500000000000000e+01
3.496403028989482e-04	1.252786123080573e+01	1.500000000000000e+01
3.501285841489482e-04	1.023366249887757e+01	1.500000000000000e+01
3.506168653989482e-04	8.314913275518263e+00	1.500000000000000e+01
3.511051466489482e-04	6.920269965365879e+00	1.500000000000000e+01
3.515934278989482e-04	6.115386375536282e+00	1.500000000000000e+01
3.519660415596576e-04	5.982580802058607e+00	1.500000000000000e+01
3.524034569650896e-04	6.401758414819594e+00	1.500000000000000e+01
3.528917382150896e-04	7.476613844556264e+00	1.500000000000000e+01
3.533800194650896e-04	9.117011798477737e+00	1.500000000000000e+01
3.538683007150896e-04	1.121226214372249e+01	1.500000000000000e+01
3.543565819650896e-04	1.359837914598105e+01	1.500000000000000e+01
3.548448632150896e-04	1.608904684767285e+01	1.500000000000000e+01
3.553331444650896e-04	1.849016650787501e+01	1.500000000000000e+01
3.558214257150896e-04	2.061498209748178e+01	1.500000000000000e+01
3.563097069650896e-04	2.229860522245216e+01	1.500000000000000e+01
3.567979882150896e-04	2.341080985776637e+01	1.500000000000000e+01
3.572862694650896e-04	2.388613898072963e+01	1.500000000000000e+01
3.577184335924748e-04	2.372852369536808e+01	1.500000000000000e+01
3.581506475184934e-04	2.300420210097796e+01	1.500000000000000e+01
3.586389287684934e-04	2.160588705442398e+01	1.500000000000000e+01
3.591272100184934e-04	1.971492090980606e+01	1.500000000000000e+01
3.596154912684934e-04	1.746051595024301e+01	1.500000000000000e+01
3.601037725184934e-04	1.501887319933754e+01	1.500000000000000e+01
3.605920537684934e-04	1.258043301514790e+01	1.500000000000000e+01
3.610803350184934e-04	1.033502204646172e+01	1.500000000000000e+01
